index,Rock1,Rock2,Model Rating
0,I_Andesite_06,I_Basalt_02,3.5
1,I_Andesite_06,I_Diorite_10,6.5
2,I_Andesite_06,I_Gabbro_03,6.5
3,I_Andesite_06,I_Granite_11,5.0
4,I_Andesite_06,I_Obsidian_09,2.5
5,I_Andesite_06,I_Pegmatite_01,2.5
6,I_Andesite_06,I_Peridotite_11,3.5
7,I_Andesite_06,I_Pumice_06,2.5
8,I_Andesite_06,I_Rhyolite_11,5.0
9,I_Andesite_06,M_Amphibolite_07,6.0
10,I_Andesite_06,M_Anthracite_12,2.0
11,I_Andesite_06,M_Gneiss_07,2.5
12,I_Andesite_06,M_Hornfels_08,5.0
13,I_Andesite_06,M_Marble_04,3.5
14,I_Andesite_06,M_Migmatite_08,6.5
15,I_Andesite_06,M_Phyllite_09,2.5
16,I_Andesite_06,M_Quartzite_09,3.5
17,I_Andesite_06,M_Schist_02,5.0
18,I_Andesite_06,M_Slate_09,3.5
19,I_Andesite_06,S_Bituminous Coal_10,3.5
20,I_Andesite_06,S_Breccia_11,3.5
21,I_Andesite_06,S_Chert_03,3.5
22,I_Andesite_06,S_Conglomerate_08,3.5
23,I_Andesite_06,S_Dolomite_12,3.5
24,I_Andesite_06,S_Micrite_09,3.5
25,I_Andesite_06,S_Rock Gypsum_02,3.0
26,I_Andesite_06,S_Rock Salt_12,3.5
27,I_Andesite_06,S_Sandstone_12,3.5
28,I_Andesite_06,S_Shale_04,3.5
29,I_Basalt_02,I_Diorite_10,2.5
30,I_Basalt_02,I_Gabbro_03,5.0
31,I_Basalt_02,I_Granite_11,3.5
32,I_Basalt_02,I_Obsidian_09,3.0
33,I_Basalt_02,I_Pegmatite_01,2.5
34,I_Basalt_02,I_Peridotite_11,2.0
35,I_Basalt_02,I_Pumice_06,2.0
36,I_Basalt_02,I_Rhyolite_11,2.0
37,I_Basalt_02,M_Amphibolite_07,5.0
38,I_Basalt_02,M_Anthracite_12,2.0
39,I_Basalt_02,M_Gneiss_07,2.0
40,I_Basalt_02,M_Hornfels_08,3.0
41,I_Basalt_02,M_Marble_04,2.0
42,I_Basalt_02,M_Migmatite_08,5.0
43,I_Basalt_02,M_Phyllite_09,2.0
44,I_Basalt_02,M_Quartzite_09,2.0
45,I_Basalt_02,M_Schist_02,3.0
46,I_Basalt_02,M_Slate_09,3.0
47,I_Basalt_02,S_Bituminous Coal_10,5.0
48,I_Basalt_02,S_Breccia_11,3.5
49,I_Basalt_02,S_Chert_03,3.0
50,I_Basalt_02,S_Conglomerate_08,2.5
51,I_Basalt_02,S_Dolomite_12,2.0
52,I_Basalt_02,S_Micrite_09,3.5
