index,Rock1,Rock2,Model Rating
0,I_Andesite_06,I_Basalt_02,4.5
1,I_Andesite_06,I_Diorite_10,5.5
2,I_Andesite_06,I_Gabbro_03,5.5
3,I_Andesite_06,I_Granite_11,5.5
4,I_Andesite_06,I_Obsidian_09,2.5
5,I_Andesite_06,I_Pegmatite_01,4.5
6,I_Andesite_06,I_Peridotite_11,4.5
7,I_Andesite_06,I_Pumice_06,2.5
8,I_Andesite_06,I_Rhyolite_11,5.5
9,I_Andesite_06,M_Amphibolite_07,5.5
10,I_Andesite_06,M_Anthracite_12,2.5
11,I_Andesite_06,M_Gneiss_07,4.5
12,I_Andesite_06,M_Hornfels_08,5.5
13,I_Andesite_06,M_Marble_04,2.5
14,I_Andesite_06,M_Migmatite_08,5.5
15,I_Andesite_06,M_Phyllite_09,2.5
16,I_Andesite_06,M_Quartzite_09,4.5
17,I_Andesite_06,M_Schist_02,5.5
18,I_Andesite_06,M_Slate_09,4.5
19,I_Andesite_06,S_Bituminous Coal_10,2.5
20,I_Andesite_06,S_Breccia_11,4.5
21,I_Andesite_06,S_Chert_03,4.5
22,I_Andesite_06,S_Conglomerate_08,4.5
23,I_Andesite_06,S_Dolomite_12,4.5
24,I_Andesite_06,S_Micrite_09,4.5
25,I_Andesite_06,S_Rock Gypsum_02,2.5
26,I_Andesite_06,S_Rock Salt_12,4.5
27,I_Andesite_06,S_Sandstone_12,2.5
28,I_Andesite_06,S_Shale_04,4.5
29,I_Basalt_02,I_Diorite_10,4.5
30,I_Basalt_02,I_Gabbro_03,5.5
31,I_Basalt_02,I_Granite_11,4.5
32,I_Basalt_02,I_Obsidian_09,4.5
33,I_Basalt_02,I_Pegmatite_01,2.5
34,I_Basalt_02,I_Peridotite_11,4.5
35,I_Basalt_02,I_Pumice_06,2.5
36,I_Basalt_02,I_Rhyolite_11,5.5
37,I_Basalt_02,M_Amphibolite_07,5.5
38,I_Basalt_02,M_Anthracite_12,5.5
39,I_Basalt_02,M_Gneiss_07,2.5
40,I_Basalt_02,M_Hornfels_08,5.5
41,I_Basalt_02,M_Marble_04,2.5
42,I_Basalt_02,M_Migmatite_08,5.5
43,I_Basalt_02,M_Phyllite_09,4.5
44,I_Basalt_02,M_Quartzite_09,4.5
